pk_customerkey;costumer_name;birth_date;marital_status;gender;yearly_income;number_children_at_home;occupation;number_cars_owned;address_line;phone;fk_date_first_purchase
22113;Katherine Garcia;14/09/1973;S;F;70000;0;Management;2;2341 Breaker Dr.;495-555-0158;20181118
22114;Lucas Martin;16/07/1973;M;M;70000;0;Management;2;191 Trail Way;434-555-0192;20160901
22115;Dalton Rogers;13/06/1973;M;M;70000;0;Management;2;2467 Green St.;803-555-0141;20181108
22116;Robert Lopez;04/11/1973;S;M;70000;0;Management;2;457 Ryan Rd.;944-555-0157;20181129
22117;Sydney Perez;11/04/1973;M;F;70000;0;Management;2;2402 Sutherland Dr.;171-555-0192;20160922
22118;Jennifer Parker;20/05/1973;S;F;70000;0;Management;2;5772 Ridgewood Drive;755-555-0136;20161023
22119;Hailey Flores;13/10/1973;M;F;70000;0;Management;2;90 Toyon Dr.;754-555-0183;20181129
22120;Jennifer Perry;01/11/1973;M;F;60000;0;Management;2;6274 San Antonio;263-555-0116;20161029
22121;Jackson Henderson;12/05/1972;M;M;40000;0;Professional;2;6715 North Park Court;547-555-0182;20161118
22122;Rachel Butler;25/10/1972;M;F;40000;0;Professional;2;5079 Notre Dame Avenue;831-555-0110;20181015
22123;Isabella Bailey;03/04/1957;S;F;60000;0;Management;2;1726 Hacienda;808-555-0174;20181125
22124;Desiree Alonso;05/09/1957;M;F;60000;0;Management;2;5785 Lislin Ct.;992-555-0176;20190515
22125;Zachary Garcia;02/02/1957;M;M;60000;0;Management;2;1915 Seawind Dr.;272-555-0172;20180912
22126;Rachel Ward;03/08/1957;M;F;60000;0;Management;2;7694 Furness Street;442-555-0167;20190221
22127;Marcus Thompson;09/11/1958;M;M;60000;0;Management;2;3260 Fountainhead Court;239-555-0129;20181110
22128;Melissa Perry;07/04/1958;M;F;70000;0;Management;2;6828 Willow Pass Road;641-555-0114;20161126
22129;Chloe Hall;08/12/1958;M;F;70000;0;Management;2;4042 Shoenic;148-555-0188;20181114
22130;Xavier Bryant;28/08/1958;M;M;70000;0;Management;2;3905 Mt. Trinity Court;115-555-0174;20181110
22131;Jessica Cook;01/07/1958;M;F;70000;0;Management;2;1889 Carmel Dr;563-555-0111;20181120
22132;Rachael Mehta;25/02/1958;M;F;70000;0;Management;2;93 N. 39th Street;107-555-0161;20181129
22133;Xavier Adams;23/09/1958;M;M;80000;0;Management;2;4030 La Orinda Place;682-555-0196;20181120
22134;Leonard Raji;10/11/1959;M;M;60000;0;Management;2;2038 Encino Drive;847-555-0162;20190328
22135;Julia Hernandez;19/06/1959;M;F;70000;0;Management;2;921 Pembrook Court;563-555-0175;20181107
22136;Devin Evans;14/11/1959;M;M;80000;0;Management;2;8937 Two Bay Road;131-555-0193;20181107
22137;Elizabeth Griffin;20/03/1960;M;F;60000;0;Management;2;9046 C Street;169-555-0182;20190607
22138;Alexandra Brooks;11/09/1960;M;F;80000;0;Management;2;5854 Eagle Way;998-555-0187;20181019
22139;Jaime Pal;08/05/1960;M;M;80000;0;Management;2;5279 East L Street;652-555-0116;20181113
22140;Makayla Sanchez;22/12/1961;M;F;50000;0;Management;2;5919 Maywood Lane;322-555-0172;20190627
22141;Jesse Carter;13/09/1961;M;M;50000;0;Management;2;6359 Sand Point Road;271-555-0138;20190227
22142;Nelson Alonso;10/04/1961;M;M;50000;0;Management;2;5608 Montanya Court;647-555-0111;20180928
22143;Summer Prasad;15/07/1961;M;F;50000;0;Management;2;2328 Elk Dr;184-555-0159;20180819
22144;Zachary Wang;06/02/1961;M;M;60000;0;Management;2;2901 Sunny Ave;603-555-0152;20190114
22145;Eduardo Kelly;06/06/1961;M;M;60000;0;Management;2;1483 Santa Lucia Dr.;834-555-0116;20180923
22146;Benjamin Chen;21/10/1962;S;M;50000;0;Management;2;5844 Miguel Drive;515-555-0145;20190613
22147;Brett Kapoor;17/04/1967;M;M;10000;1;Clerical;2;1307 Horseshoe Circle;1 (11) 500 555-0152;20190225
22148;Candace Prasad;25/02/1967;M;F;10000;1;Clerical;2;2964 Mt. Washington;1 (11) 500 555-0189;20181224
22149;Gregory Shen;15/09/1967;M;M;20000;0;Skilled Manual;2;9995 All Ways Drive;1 (11) 500 555-0135;20190702
22150;Damien Liang;25/02/1967;M;M;30000;0;Clerical;2;1691 Boxer Blvd.;1 (11) 500 555-0163;20180912
22151;Neil Jimenez;06/07/1968;M;M;10000;1;Clerical;2;6036 Park Glenn;1 (11) 500 555-0172;20190311
22152;Marcus King;18/02/1998;M;M;60000;0;Skilled Manual;2;8564 Hickory Drive;964-555-0119;20190609
22153;Alyssa Kelly;04/08/1998;M;F;70000;0;Skilled Manual;2;4111 Vista Diablo;186-555-0170;20181129
22154;Yolanda Yuan;24/01/1997;S;F;40000;0;Clerical;2;5786 St. George Drive;896-555-0142;20180808
22155;Steve Cai;05/07/1968;M;M;20000;1;Clerical;2;2582 South Ranchford Ct.;1 (11) 500 555-0110;20190310
22156;Jamie Zheng;04/03/1968;M;F;30000;0;Clerical;2;2104 Grading Way;1 (11) 500 555-0118;20180907
22157;Maria Richardson;22/11/1997;S;F;40000;0;Clerical;2;2868 Filling Ave.;880-555-0163;20190410
22158;Amber Phillips;16/02/1997;S;F;40000;0;Clerical;2;9445 Shady Ln.;702-555-0117;20181208
22159;David Davis;17/05/1997;S;M;40000;0;Skilled Manual;1;3923 Dew Drop Circle;232-555-0155;20190613
22160;Alex Richardson;11/12/1997;S;M;40000;0;Skilled Manual;1;2309 Mt. Olivet Ct.;812-555-0128;20181205
22161;Rachel Clark;04/10/1997;S;F;40000;0;Skilled Manual;2;6308 Broadway Street;508-555-0132;20190622
22162;Brad Yuan;11/04/1997;M;M;60000;0;Skilled Manual;2;9001 Esperanza;658-555-0190;20181207
22163;Morgan Scott;01/07/1997;S;F;60000;0;Skilled Manual;2;6710 Santa Monica Drive;632-555-0118;20180808
22164;Destiny Morris;24/08/1997;S;F;70000;0;Skilled Manual;2;8166 Starflower Dr;385-555-0163;20181212
22165;Aaron Perez;01/11/1996;M;M;60000;0;Skilled Manual;2;749 Ida Dr.;143-555-0143;20181119
22166;Katherine Gray;28/08/1996;S;F;60000;0;Skilled Manual;2;4524 Ferndale Lane;649-555-0191;20181214
22167;Colleen Yang;22/03/1969;M;F;20000;1;Clerical;2;6221 Stephine Way;1 (11) 500 555-0158;20180814
22168;Erica Wang;02/05/1969;M;F;30000;0;Clerical;2;5648 Roland Ct.;1 (11) 500 555-0132;20171014
22169;Jenny Li;13/12/1970;M;F;20000;1;Clerical;2;251 Steven Circle;1 (11) 500 555-0196;20181221
22170;Cynthia Martinez;18/09/1970;M;F;30000;0;Clerical;2;6409 Buckthorn Court;1 (11) 500 555-0135;20171005
22171;Meredith Gonzalez;10/05/1971;M;F;30000;0;Skilled Manual;2;8668 Via Neruda;1 (11) 500 555-0176;20171026
22172;Cesar Sara;09/09/1971;M;M;30000;0;Skilled Manual;2;8049 Jefferson Street;1 (11) 500 555-0141;20171003
22173;Bianca Cai;20/04/1972;M;F;30000;0;Skilled Manual;2;6963 Grand View Avenue;1 (11) 500 555-0111;20171010
22174;Micah Lu;02/05/1972;M;M;30000;0;Skilled Manual;2;5710 Ida Drive;1 (11) 500 555-0182;20171013
22175;Joy Dominguez;05/11/1972;M;F;30000;0;Skilled Manual;2;2625 Fremont St.;1 (11) 500 555-0189;20171014
22176;Alejandro Yang;10/09/1973;M;M;40000;0;Skilled Manual;2;3192 Oakleaf Ct;1 (11) 500 555-0126;20190106
22177;Meghan Suarez;25/03/1973;M;F;40000;0;Skilled Manual;2;5236 Clayton Road;1 (11) 500 555-0185;20190114
22178;Jessica Bell;26/06/1973;M;F;40000;0;Skilled Manual;2;261 La Orinda Pl;1 (11) 500 555-0117;20171012
22179;Abby Mehta;08/02/1974;M;F;40000;0;Clerical;2;6289 Via Del Verdes;1 (11) 500 555-0118;20181217
22180;Joe Srini;14/10/1974;S;M;70000;0;Skilled Manual;2;3337 East 26th Street;1 (11) 500 555-0187;20171002
22181;Gary Romero;21/10/1974;S;M;70000;0;Skilled Manual;2;8826 Fine Drive;1 (11) 500 555-0117;20171007
22182;Madeline Parker;04/11/1995;S;F;40000;0;Skilled Manual;2;9379 Terrapin Court;184-555-0138;20161126
22183;Benjamin Jones;26/10/1995;M;M;40000;0;Skilled Manual;2;5497 Brandywine Way;844-555-0132;20190419
22184;Jeremy Carter;27/07/1995;M;M;60000;0;Skilled Manual;2;5985 Bouncing Road;809-555-0156;20190415
22185;Connor Henderson;02/06/1995;M;M;60000;0;Skilled Manual;2;1515 Palm Dr;205-555-0110;20180927
22186;Jonathan Foster;04/10/1995;S;M;60000;0;Skilled Manual;2;1135 Glenellen Court;222-555-0131;20190625
22187;Hannah Russell;24/06/1994;S;F;50000;0;Skilled Manual;2;6318 Merriewood Dr.;718-555-0129;20190704
22188;Sarah Barnes;08/06/1993;M;F;60000;0;Skilled Manual;2;1011 Green St.;271-555-0194;20190622
22189;Linda Hernandez;03/03/1993;M;F;70000;0;Professional;2;582 Ofarrell Dr;591-555-0144;20181222
22190;Carlos Richardson;18/02/1996;S;M;60000;0;Professional;2;4150 Grant St.;599-555-0118;20190424
22191;Jack Adams;09/02/1996;S;M;60000;0;Professional;2;490 Sepulveda Ct.;505-555-0120;20181118
22192;Henry Zimmerman;11/09/1996;S;M;60000;0;Professional;2;6855 Leewood Place;639-555-0142;20181226
22193;Toni Garcia;21/11/1975;S;F;80000;0;Skilled Manual;2;9618 San Rafael;1 (11) 500 555-0188;20171030
22194;Bruce Sai;22/04/1975;S;M;80000;0;Skilled Manual;2;3648 El Dorado;1 (11) 500 555-0165;20171028
22195;Philip Romero;24/04/1976;M;M;80000;0;Skilled Manual;2;1960 Via Catanzaro;1 (11) 500 555-0149;20171007
22196;Francis Romero;25/01/1976;S;M;80000;0;Skilled Manual;2;1240 Dayton Court;1 (11) 500 555-0141;20171015
22197;Larry Dominguez;14/12/1976;S;M;80000;0;Skilled Manual;2;6730 East Cypress Road;1 (11) 500 555-0123;20171008
22198;Frank Hernandez;14/11/1976;M;M;80000;0;Skilled Manual;2;9510 Lakespring Place;1 (11) 500 555-0113;20171012
22199;David Lee;08/06/1976;S;M;80000;0;Skilled Manual;2;1574 Hudson Ave.;1 (11) 500 555-0180;20171019
22200;Martha Ye;28/03/1977;S;F;70000;0;Professional;2;6584 Oak Leaf Ct;1 (11) 500 555-0159;20171013
22201;Lindsey Luo;05/01/1977;M;F;70000;0;Professional;2;8812 Dianda Dr.;1 (11) 500 555-0144;20171120
22202;Roberto Diaz;06/07/1977;M;M;70000;0;Professional;2;6161 Stimel Drive;1 (11) 500 555-0154;20171108
22203;Alisha Zheng;16/06/1978;M;F;100000;1;Management;3;8788 Green Leaf Drive;1 (11) 500 555-0111;20171124
22204;Dustin Xie;24/06/1978;M;M;110000;1;Management;3;3947 Vista Valley Rd;1 (11) 500 555-0188;20190116
22205;Bobby Saunders;10/08/1978;M;M;110000;1;Management;3;2708 Stephanie Way;1 (11) 500 555-0150;20190121
22206;Cynthia Rodriguez;03/09/1978;S;F;110000;1;Management;4;275 South Ranchford Ct;1 (11) 500 555-0198;20190213
22207;Nancy Sanchez;01/01/1978;S;F;130000;0;Management;3;7267 St. Raphael Drive;1 (11) 500 555-0181;20171106
22208;Candice Liang;11/10/1979;M;F;110000;1;Management;4;4823 Kirkwood Ct.;1 (11) 500 555-0142;20181002
22209;Cedric Shen;12/01/1979;M;M;110000;1;Management;4;3717 Via Cordona;1 (11) 500 555-0124;20181104
22210;Martha Yang;07/04/1979;M;F;110000;1;Management;4;3463 Bel Air Dr.;1 (11) 500 555-0151;20181213
22211;Richard Gray;24/02/1994;M;M;60000;0;Professional;2;8978 Kingsford Dr.;500-555-0184;20181116
22212;Kara Xu;07/03/1979;M;F;110000;1;Management;4;5744 Medina Dr.;1 (11) 500 555-0180;20181104
22213;Jay Patel;06/03/1979;S;M;110000;2;Management;0;861 Napa Ct.;1 (11) 500 555-0150;20180831
22214;Sabrina Ruiz;05/01/1979;M;F;120000;2;Management;0;9066 Vancouver Way;1 (11) 500 555-0136;20190401
22215;Samuel Lal;25/12/1986;M;M;130000;1;Management;4;488 Meadow Glen Way;587-555-0173;20181016
22216;Marcus Howard;15/03/1986;S;M;150000;0;Management;2;6886 Berry Dr.;603-555-0128;20181213
22217;Dylan Powell;18/12/1977;M;M;70000;0;Skilled Manual;2;8236 Almond Avenue;540-555-0189;20190720
22218;Christian Bryant;24/02/1977;M;M;60000;0;Professional;2;4199 Del Rey St;448-555-0169;20190626
22219;Juha-Pekka Posti;01/02/1977;M;F;60000;0;Professional;2;6131 Green Leaf Drive;130-555-0116;20190525
22220;Brandon Sharma;02/01/1977;M;M;60000;0;Professional;2;6781 M Ln.;457-555-0140;20190628
22221;Benjamin Kumar;18/10/1977;M;M;60000;0;Professional;2;3494 Radar Blvd;581-555-0158;20190616
22222;Angel Hill;24/07/1977;M;M;90000;0;Professional;1;9204 Lexington Road;859-555-0153;20190621
22223;Gabrielle Parker;11/04/1977;M;F;90000;0;Professional;1;6857 Medina Drive;213-555-0111;20190330
22224;Katherine Alexander;03/03/1977;M;F;90000;0;Professional;1;3675 Q St.;638-555-0187;20181212
22225;Jessica Murphy;03/03/1977;S;F;90000;0;Professional;1;6883 Freda Drive;813-555-0193;20181229
22226;Morgan Sanders;24/10/1976;M;F;60000;0;Professional;2;9590 Galloway Dr;593-555-0164;20180919
22227;Barbara Cai;21/05/1976;M;F;60000;0;Professional;2;7521 Partridge Dr.;332-555-0118;20180927
22228;Katelyn Gonzalez;12/09/1976;M;F;60000;0;Professional;2;9113 Flamingo Dr.;454-555-0116;20190503
22229;Wyatt Perry;08/08/1976;M;M;60000;0;Professional;2;2360 St. George Court;435-555-0159;20190606
22230;Jordyn Bennett;22/09/1976;M;F;70000;0;Professional;2;1702 Vista;627-555-0187;20161126
22231;Grace Brooks;22/04/1976;M;F;70000;0;Professional;2;3711 Amargosa Drive;101-555-0143;20181201
22232;Paige Brooks;18/08/1992;M;F;50000;1;Skilled Manual;0;6052 Sandy Way;876-555-0142;20161121
22233;Xavier Martin;22/04/1992;M;M;50000;1;Skilled Manual;0;4539 Leeds Ct;398-555-0127;20161118
22234;Katherine Gonzalez;08/02/1992;M;F;50000;1;Skilled Manual;0;9424 Oakgrove;474-555-0142;20161123
22235;Sebastian Peterson;11/09/1992;M;M;60000;0;Professional;0;5342 Pacheco St.;339-555-0112;20190621
22236;Jose Gonzalez;05/03/1990;M;M;40000;1;Skilled Manual;0;3648 Willow Drive;655-555-0121;20190629
22237;Angel Morris;05/04/1990;M;M;40000;1;Skilled Manual;1;16 Heron Ct.;538-555-0136;20190128
22238;Alex Murphy;18/11/1990;M;M;40000;1;Skilled Manual;1;7114 Ceemar Court;413-555-0110;20190629
22239;Jesse Cook;05/01/1990;M;M;40000;1;Skilled Manual;1;2928 Harmony Way;213-555-0154;20190102
22240;Miguel Powell;21/09/1990;M;M;40000;1;Skilled Manual;1;7269 Mesa Vista Dr.;512-555-0144;20181206
22241;Alexandria Washington;02/07/1990;M;F;40000;1;Skilled Manual;1;1779 Virginia Hills Dr;617-555-0119;20190613
22242;Cameron Walker;27/12/1990;M;M;40000;1;Skilled Manual;1;6557 Jalalon Place;964-555-0160;20180907
22243;Emma Lewis;14/03/1990;M;F;60000;0;Professional;0;7900 Black Walnut Ct.;138-555-0185;20190606
22244;Shelby Howard;18/05/1989;M;F;50000;1;Skilled Manual;1;6495 Army Dr;608-555-0170;20181007
22245;Evan Lopez;11/05/1989;S;M;50000;2;Skilled Manual;0;4932 Reliz Valley Road;252-555-0182;20190610
22246;Jacqueline Cox;13/03/1989;M;F;50000;2;Skilled Manual;0;3275 Corrinne Court;511-555-0117;20190604
22247;Ryan Williams;07/10/1989;M;M;50000;2;Skilled Manual;0;5075 William Reed Dr.;543-555-0176;20161221
22248;Gary Ramos;18/10/1989;M;M;50000;2;Skilled Manual;0;1342 Isla Bonita;880-555-0119;20190603
22249;Kevin Chen;08/08/1991;M;M;70000;0;Professional;0;4620 Mountain Spring Road;431-555-0163;20181229
22250;Michael Wilson;23/07/1991;M;M;70000;0;Professional;0;6843 San Simeon Dr.;387-555-0140;20181229
22251;Martha She;19/12/1990;M;F;60000;0;Professional;0;6827 Glaze Dr.;929-555-0195;20161219
22252;Makayla Brooks;08/07/1990;S;F;60000;0;Professional;0;6693 Ryan Rd;336-555-0117;20161224
22253;Stephanie Reed;06/02/1990;M;F;60000;0;Professional;0;6507 Mayda Way;217-555-0124;20190630
22254;Fernando Scott;24/11/1990;M;M;60000;0;Professional;0;342 San Simeon;966-555-0175;20180717
22255;Nicole Rogers;19/12/1990;M;F;70000;0;Professional;0;6827 Glazier Dr.;286-555-0142;20181228
22256;Edwin Lu;07/06/1990;M;M;70000;0;Professional;0;9788 Trinity Ave;309-555-0192;20181203
22257;Carrie Romero;06/02/1990;M;F;70000;0;Professional;0;6507 Mayda Way;170-555-0168;20181208
22258;Jessica Reed;20/04/1990;M;F;70000;0;Professional;0;7484 Lacanda Ct.;487-555-0136;20181218
22259;Dalton Mitchell;02/11/1987;S;M;40000;0;Professional;1;9461 Rose Ave;433-555-0117;20180712
22260;Courtney Allen;15/08/1987;M;F;50000;2;Skilled Manual;1;4689 Deerwood Court;413-555-0137;20180711
22261;Isaac Allen;10/03/1987;S;M;50000;2;Skilled Manual;1;4681 Holiday Hills;775-555-0154;20180701
22262;Marcus Collins;05/06/1987;S;M;50000;2;Skilled Manual;1;4546 Vista Valley Rd;995-555-0181;20180726
22263;Patrick Blue;27/05/1986;M;M;60000;3;Skilled Manual;0;8939 Monzeneda Way;688-555-0112;20190725
22264;Stephanie Coleman;14/11/1986;S;F;60000;0;Professional;0;7182 Olive Hill;124-555-0115;20181212
22265;Jeremiah Sanchez;14/11/1986;M;M;70000;0;Professional;0;2407 Banyan Way;426-555-0142;20180911
22266;Rachel Sanders;18/12/1986;M;F;70000;0;Professional;0;7480 Linton Terr;176-555-0170;20181228
22267;Brianna Rodriguez;15/02/1986;M;F;70000;0;Professional;0;7342 Dew Drop Circle;116-555-0176;20161213
22268;Alexandra Barnes;22/09/1989;S;F;60000;0;Professional;0;4618 Olive Hill;574-555-0184;20161228
22269;Caleb Yang;17/02/1989;M;M;70000;5;Professional;3;2756 Sinclair Avenue;109-555-0114;20190124
22270;Antonio Gonzales;15/04/1989;M;M;80000;0;Professional;0;2823 La Orinda Pl.;678-555-0115;20181209
22271;Connor Mitchell;24/02/1989;M;M;80000;0;Professional;0;3946 Quigley Street;588-555-0131;20181221
22272;Isabella Kelly;07/03/1989;M;F;80000;0;Professional;0;1706 Valley Blvd.;471-555-0148;20181223
22273;Patricia Rodriguez;08/09/1985;S;F;40000;0;Professional;1;417 Silver Oak Pl;152-555-0182;20180721
22274;Adam Chen;18/09/1985;S;M;40000;0;Professional;1;2489 Teakwood Drive;624-555-0118;20180725
22275;Ian Bailey;19/02/1985;S;M;40000;0;Professional;1;7107 Kingsford Dr.;141-555-0190;20180812
22276;Gabriella Gray;07/06/1985;S;F;40000;0;Professional;1;218 Baxter Court;133-555-0116;20180806
22277;Arianna Torres;25/07/1985;S;F;40000;0;Professional;1;4046 Maywood Lane;714-555-0177;20190728
22278;Mariah Gray;26/12/1985;S;F;50000;3;Skilled Manual;1;9829 Santa Ana Drive;203-555-0115;20180917
22279;Riley Kelly;09/11/1985;M;F;50000;3;Skilled Manual;2;5832 Dellwood Court;346-555-0177;20190606
22280;Luis Scott;18/07/1985;M;M;50000;3;Skilled Manual;3;5966 Shannon Lane;159-555-0196;20181118
22281;Alexia Diaz;11/09/1985;M;F;60000;0;Professional;0;838 Monte Vista Road;359-555-0158;20180819
22282;Jonathan Hughes;27/01/1984;S;M;40000;0;Professional;1;6706 Ridgeview Dr;847-555-0120;20180803
22283;Eduardo Davis;05/07/1984;S;M;60000;4;Skilled Manual;2;4064 Regina Lane;857-555-0182;20190221
22284;Kristy Sanz;27/06/1984;S;F;60000;4;Skilled Manual;3;590 Sudan Loop;118-555-0169;20180801
22285;Meredith Moreno;22/11/1984;M;F;60000;4;Skilled Manual;3;6832 Le Jean Way;415-555-0131;20190115
22286;Gabriel Hughes;12/08/1984;M;M;60000;5;Skilled Manual;3;6120 Vine Maple Street;285-555-0183;20181113
22287;Megan Griffin;18/08/1984;S;F;60000;5;Skilled Manual;3;207 Barquentine Court;970-555-0118;20180822
22288;Isabel Patterson;26/11/1984;S;F;60000;2;Skilled Manual;2;8748 Creekside Dr.;706-555-0118;20180811
22289;Thomas Long;14/05/1984;M;M;60000;2;Skilled Manual;2;6345 Fox Way;749-555-0158;20180810
22290;Jocelyn Jenkins;21/09/1983;M;F;70000;2;Professional;2;7632 Willbrook Court;763-555-0121;20181207
22291;Carlos Morris;26/02/1983;M;M;70000;2;Professional;2;230 Lavere Way;931-555-0175;20181202
22292;Stacy Gomez;09/03/1983;M;F;70000;2;Professional;2;3960 Thornhill Pl.;140-555-0110;20181228
22293;Jasmine Johnson;20/06/1983;M;F;70000;2;Professional;2;1395 Bonanza;836-555-0179;20181208
22294;Rachel Brown;10/10/1988;S;F;70000;0;Professional;1;6054 Laguna Circle;148-555-0141;20181224
22295;Jade Morgan;16/03/1988;S;F;70000;0;Professional;1;6672 Mt. Dias Blvd.;984-555-0190;20181225
22296;Benjamin Johnson;23/03/1988;M;M;70000;0;Professional;1;4137 Garcia Ranch Road;913-555-0137;20190429
22297;Jasmine Garcia;19/08/1988;S;F;70000;0;Professional;1;7583 Green Hill Rd;121-555-0131;20181218
22298;Marcus Williams;20/04/1988;S;M;70000;0;Professional;1;5050 Mt. Wilson Way;781-555-0122;20190125
22299;Richard Murphy;27/12/1983;S;M;70000;2;Professional;2;4528 Summit View Dr.;258-555-0135;20161208
22300;Kaitlyn Price;18/03/1983;S;F;60000;2;Professional;0;8991 Olivera;926-555-0170;20180826
22301;Abigail Rodriguez;13/09/1983;M;F;60000;2;Professional;0;7633 Stonehedge Dr.;771-555-0162;20180810
22302;Clayton Guo;14/01/1994;M;M;40000;1;Skilled Manual;0;3654 Alaska Dr.;1 (11) 500 555-0158;20190111
22303;Philip Alonso;21/02/1992;S;M;20000;0;Manual;2;93, avenue des Champs-Elysées;1 (11) 500 555-0166;20190616
22304;Jaime Vazquez;27/06/1992;S;F;20000;0;Manual;2;2974 Yolanda Circle;1 (11) 500 555-0163;20190123
22305;Anne Carlson;21/11/1992;S;F;20000;0;Manual;2;1097 Kulani Lane;1 (11) 500 555-0143;20190708
22306;Ivan Kapoor;11/04/1993;S;M;30000;0;Manual;1;17, avenue de l´Europe;1 (11) 500 555-0134;20181106
22307;Sarah Ross;16/03/1993;M;F;40000;1;Skilled Manual;1;Brunnenstr 123;1 (11) 500 555-0124;20190403
22308;Cassandra Lopez;22/08/1993;M;F;40000;1;Skilled Manual;1;6897 Pome Court;1 (11) 500 555-0173;20190101
22309;Leah Zhou;02/07/1993;M;F;40000;1;Skilled Manual;1;2577 Dover Way;1 (11) 500 555-0172;20190214
22310;Christina Sanders;13/03/1992;S;F;20000;0;Manual;2;Zeiter Weg 7765;1 (11) 500 555-0117;20181226
22311;Bruce Sara;04/07/1992;S;M;30000;0;Manual;1;5237 Babel Lane;1 (11) 500 555-0144;20190116
22312;Kristi Mehta;09/08/1992;M;F;40000;1;Skilled Manual;1;281, rue de Varenne;1 (11) 500 555-0197;20180715
22313;Jarrod Martinez;06/06/1992;S;M;40000;2;Clerical;0;6104 North Civic Drive;1 (11) 500 555-0122;20190204
22314;Brandy Patel;15/11/1991;M;F;10000;0;Manual;2;701, boulevard du Montparnasse;1 (11) 500 555-0188;20190202
22315;Darren Raman;28/02/1991;S;M;20000;0;Manual;2;5069 Kipling Court;1 (11) 500 555-0126;20190425
22316;Deanna Sara;21/03/1991;M;F;20000;0;Manual;2;68, avenue de l´ Union Centrale;1 (11) 500 555-0118;20181130
22317;Karla Nath;09/05/1991;S;F;20000;0;Manual;2;Räuscherweg 664;1 (11) 500 555-0141;20180902
22318;Ramon Xu;08/03/1991;S;M;30000;0;Manual;1;Am Kreuz 4055;1 (11) 500 555-0193;20190628
22319;Jorge Zhou;07/11/1991;S;M;30000;0;Manual;1;9, rue de la Comédie;1 (11) 500 555-0198;20181126
22320;Danny Gill;28/10/1991;M;M;30000;0;Manual;1;7172 Parkway Drive;1 (11) 500 555-0174;20190207
22321;Alan Zeng;26/01/1990;S;M;40000;2;Clerical;0;6289 Duck Horn Court;1 (11) 500 555-0117;20190213
22322;Roger Zhao;15/11/1991;S;M;30000;0;Manual;1;67, avenue de l´ Union Centrale;1 (11) 500 555-0114;20181104
22323;Erica Liang;12/12/1991;S;F;40000;2;Clerical;1;2110321, boulevard Beau Marchais;1 (11) 500 555-0149;20180725
22324;Kari Gill;09/08/1991;M;F;40000;2;Clerical;1;80, avenue de Malakoff;1 (11) 500 555-0141;20180929
22325;Noah Rodriguez;20/06/1990;S;M;40000;2;Clerical;2;2200 Rock Oak Road;1 (11) 500 555-0153;20190130
22326;Riley Howard;23/02/1995;S;F;40000;3;Clerical;1;2264 Story Lane;232-555-0114;20190509
22327;Jake Cai;20/11/1994;S;M;40000;3;Clerical;2;5415 Beechwood Dr.;354-555-0116;20180820
22328;Grace Anderson;02/07/1994;S;F;50000;0;Skilled Manual;0;8826 Kinross Drive;237-555-0198;20180812
22329;Grace Peterson;02/01/1994;M;F;50000;0;Skilled Manual;0;1755 Winton Drive;554-555-0118;20180828
22330;Jose Walker;03/04/1994;M;M;50000;0;Skilled Manual;0;3869 Adobe Dr.;736-555-0124;20180801
22331;Michele Yuan;20/09/1949;M;F;20000;0;Clerical;2;8074 Oakmead;598-555-0156;20190718
22332;Brittany Bennett;13/07/1951;M;F;30000;0;Skilled Manual;1;9012 F St.;862-555-0191;20181218
22333;Gabriella Watson;13/08/1951;M;F;40000;0;Skilled Manual;1;9147 Meadowlark Court;120-555-0179;20180905
22334;Juan Serrano;24/05/1986;M;M;60000;0;Skilled Manual;0;1646 Seal Way;780-555-0126;20180827
22335;Anthony Taylor;24/11/1986;M;M;60000;0;Skilled Manual;0;7388 Greenview Court;685-555-0172;20180912
22336;Frank Moreno;04/11/1986;M;M;60000;0;Skilled Manual;0;3332 Green Valley Road;148-555-0131;20180927
22337;Haley Jenkins;03/04/1973;M;F;20000;0;Manual;2;5464 Janin Pl.;562-555-0130;20190416
22338;Thomas Russell;26/03/1973;M;M;20000;0;Manual;2;2102 W. 35th Street;360-555-0165;20180806
22339;Richard Nelson;02/11/1973;M;M;20000;0;Manual;2;7970 Madrid;730-555-0154;20190202
22340;Isaac Young;02/10/1973;M;M;20000;0;Manual;2;658 Elmhurst Lane;421-555-0114;20190305
22341;Tristan Washington;16/11/1973;M;M;20000;0;Manual;2;5159 Amanda Circle;194-555-0163;20190730
22342;Jon Lal;04/10/1974;M;M;20000;0;Clerical;2;5649 East 39th Street;953-555-0197;20190403
22343;Brittany Powell;07/07/1974;M;F;30000;0;Clerical;1;7418 Jumping St.;193-555-0183;20181006
22344;Krystal Yang;24/12/1974;M;F;30000;0;Clerical;1;6594 Jefferson St.;155-555-0182;20181129
22345;Amanda James;18/07/1975;M;F;30000;0;Skilled Manual;2;2 Columbia River Ct.;281-555-0144;20180821
22346;Catherine Howard;06/04/1975;M;F;40000;0;Clerical;1;325 Woodbury Place;196-555-0125;20180902
22347;Abigail Long;17/02/1976;M;F;30000;0;Skilled Manual;2;5652 East View Place;697-555-0185;20190321
22348;Zoe Torres;01/07/1976;M;F;30000;0;Skilled Manual;2;4109 Perry Way;669-555-0163;20181127
22349;Mason Morris;21/10/1976;M;M;30000;0;Skilled Manual;2;662 T St.;911-555-0137;20190218
